model,language,pair_id,order,verdict_mismatch,margin_original,margin_repeat,abs_margin_original,logit_A_original,logit_A_repeat,logit_B_original,logit_B_repeat,max_logit_diff,c,b,tie_c,boundary
OpenGVLab/InternVL3-8B,java,u3_0743,BA,False,0.625,0.625,0.625,29.0,29.25,28.375,28.625,0.25,-0.75,-0.125,False,False
OpenGVLab/InternVL3-8B,java,u3_0744,AB,False,-0.75,-0.75,0.75,27.625,27.625,28.375,28.375,0.0,-1.5,0.75,False,False
OpenGVLab/InternVL3-8B,java,u3_0744,BA,False,2.25,2.25,2.25,32.5,34.0,30.25,31.75,1.5,-1.5,0.75,False,False
OpenGVLab/InternVL3-8B,java,u3_0745,AB,False,-0.125,-0.125,0.125,28.25,29.375,28.375,29.5,1.125,-0.0625,-0.0625,False,True
OpenGVLab/InternVL3-8B,java,u3_0745,BA,False,0.0,0.125,0.0,30.125,29.625,30.125,29.5,0.625,-0.0625,-0.0625,False,True
OpenGVLab/InternVL3-8B,java,u3_0746,AB,True,-0.25,0.0,0.25,28.75,31.0,29.0,31.0,2.25,-1.25,1.0,False,False
OpenGVLab/InternVL3-8B,java,u3_0746,BA,False,2.25,2.0,2.25,32.25,32.0,30.0,30.0,0.25,-1.25,1.0,False,False
OpenGVLab/InternVL3-8B,java,u3_0747,AB,True,-0.125,0.0,0.125,28.375,28.5,28.5,28.5,0.125,-0.0625,-0.0625,False,True
OpenGVLab/InternVL3-8B,java,u3_0747,BA,False,0.0,0.25,0.0,29.5,31.125,29.5,30.875,1.625,-0.0625,-0.0625,False,True
OpenGVLab/InternVL3-8B,java,u3_0748,AB,False,-1.25,-1.25,1.25,31.25,31.0,32.5,32.25,0.25,-1.375,0.125,False,False
OpenGVLab/InternVL3-8B,java,u3_0748,BA,False,1.5,1.625,1.5,34.0,32.75,32.5,31.125,1.375,-1.375,0.125,False,False
OpenGVLab/InternVL3-8B,java,u3_0749,AB,False,-0.625,-1.0,0.625,29.625,28.25,30.25,29.25,1.375,-1.125,0.5,False,False
OpenGVLab/InternVL3-8B,java,u3_0749,BA,False,1.625,1.5,1.625,33.0,34.0,31.375,32.5,1.125,-1.125,0.5,False,False
OpenGVLab/InternVL3-8B,java,u3_0750,AB,True,-0.125,0.125,0.125,30.25,30.375,30.375,30.25,0.125,0.0,-0.125,True,False
OpenGVLab/InternVL3-8B,java,u3_0750,BA,False,-0.125,-0.125,0.125,30.0,30.75,30.125,30.875,0.75,0.0,-0.125,True,False
OpenGVLab/InternVL3-8B,java,u3_0751,AB,False,-1.625,-1.5,1.625,30.125,29.375,31.75,30.875,0.875,-2.5625,0.9375,False,False
OpenGVLab/InternVL3-8B,java,u3_0751,BA,False,3.5,3.5,3.5,34.75,37.0,31.25,33.5,2.25,-2.5625,0.9375,False,False
OpenGVLab/InternVL3-8B,java,u3_0752,AB,False,-1.25,-1.375,1.25,27.5,27.875,28.75,29.25,0.5,-1.75,0.5,False,False
OpenGVLab/InternVL3-8B,java,u3_0752,BA,False,2.25,2.25,2.25,34.0,34.0,31.75,31.75,0.0,-1.75,0.5,False,False
OpenGVLab/InternVL3-8B,java,u3_0753,AB,False,-0.25,-0.125,0.25,30.25,31.0,30.5,31.125,0.75,-1.125,0.875,False,False
OpenGVLab/InternVL3-8B,java,u3_0753,BA,False,2.0,2.125,2.0,35.0,33.0,33.0,30.875,2.125,-1.125,0.875,False,False
OpenGVLab/InternVL3-8B,java,u3_0754,AB,False,-1.5,-1.625,1.5,28.5,31.125,30.0,32.75,2.75,-2.5625,1.0625,False,False
OpenGVLab/InternVL3-8B,java,u3_0754,BA,False,3.625,3.5,3.625,33.75,33.5,30.125,30.0,0.25,-2.5625,1.0625,False,False
OpenGVLab/InternVL3-8B,java,u3_0755,AB,False,-0.375,-0.625,0.375,30.625,30.25,31.0,30.875,0.375,-0.5625,0.1875,False,False
OpenGVLab/InternVL3-8B,java,u3_0755,BA,False,0.75,0.5,0.75,30.0,31.25,29.25,30.75,1.5,-0.5625,0.1875,False,False
OpenGVLab/InternVL3-8B,java,u3_0756,AB,False,-0.625,-0.625,0.625,29.75,29.25,30.375,29.875,0.5,-0.8125,0.1875,False,False
OpenGVLab/InternVL3-8B,java,u3_0756,BA,False,1.0,1.125,1.0,31.0,33.0,30.0,31.875,2.0,-0.8125,0.1875,False,False
OpenGVLab/InternVL3-8B,java,u3_0757,AB,False,-1.0,-0.875,1.0,28.25,29.125,29.25,30.0,0.875,-1.75,0.75,False,False
OpenGVLab/InternVL3-8B,java,u3_0757,BA,False,2.5,2.5,2.5,35.5,35.5,33.0,33.0,0.0,-1.75,0.75,False,False
OpenGVLab/InternVL3-8B,java,u3_0758,AB,False,-1.375,-1.625,1.375,28.375,28.0,29.75,29.625,0.375,-1.5,0.125,False,False
OpenGVLab/InternVL3-8B,java,u3_0758,BA,False,1.625,1.625,1.625,32.0,32.75,30.375,31.125,0.75,-1.5,0.125,False,False
OpenGVLab/InternVL3-8B,java,u3_0759,AB,False,-1.0,-1.125,1.0,28.125,28.125,29.125,29.25,0.125,-1.625,0.625,False,False
OpenGVLab/InternVL3-8B,java,u3_0759,BA,False,2.25,2.375,2.25,34.75,32.5,32.5,30.125,2.375,-1.625,0.625,False,False
OpenGVLab/InternVL3-8B,java,u3_0760,AB,False,-1.0,-1.25,1.0,28.5,28.375,29.5,29.625,0.125,-1.375,0.375,False,False
OpenGVLab/InternVL3-8B,java,u3_0760,BA,False,1.75,1.75,1.75,32.0,32.0,30.25,30.25,0.0,-1.375,0.375,False,False
OpenGVLab/InternVL3-8B,java,u3_0761,AB,False,-0.625,-1.0,0.625,30.125,29.875,30.75,30.875,0.25,-1.125,0.5,False,False
OpenGVLab/InternVL3-8B,java,u3_0761,BA,False,1.625,1.625,1.625,33.25,32.25,31.625,30.625,1.0,-1.125,0.5,False,False
OpenGVLab/InternVL3-8B,java,u3_0762,AB,False,-1.375,-1.375,1.375,29.625,29.375,31.0,30.75,0.25,-1.8125,0.4375,False,False
OpenGVLab/InternVL3-8B,java,u3_0762,BA,False,2.25,2.25,2.25,34.25,35.75,32.0,33.5,1.5,-1.8125,0.4375,False,False
OpenGVLab/InternVL3-8B,java,u3_0763,AB,False,-1.625,-1.25,1.625,28.25,30.625,29.875,31.875,2.375,-1.625,0.0,False,False
OpenGVLab/InternVL3-8B,java,u3_0763,BA,False,1.625,1.5,1.625,31.5,33.75,29.875,32.25,2.375,-1.625,0.0,False,False
OpenGVLab/InternVL3-8B,java,u3_0764,AB,False,0.625,0.875,0.625,31.75,32.5,31.125,31.625,0.75,0.0,0.625,True,False
OpenGVLab/InternVL3-8B,java,u3_0764,BA,False,0.625,0.5,0.625,31.25,30.25,30.625,29.75,1.0,0.0,0.625,True,False
OpenGVLab/InternVL3-8B,java,u3_0765,AB,False,-0.75,-0.75,0.75,28.5,28.125,29.25,28.875,0.375,-1.5625,0.8125,False,False
OpenGVLab/InternVL3-8B,java,u3_0765,BA,False,2.375,2.375,2.375,33.0,33.0,30.625,30.625,0.0,-1.5625,0.8125,False,False
OpenGVLab/InternVL3-8B,java,u3_0766,AB,False,-0.75,-0.875,0.75,28.625,28.875,29.375,29.75,0.375,-1.0625,0.3125,False,False
OpenGVLab/InternVL3-8B,java,u3_0766,BA,False,1.375,1.625,1.375,32.75,31.375,31.375,29.75,1.625,-1.0625,0.3125,False,False
OpenGVLab/InternVL3-8B,java,u3_0767,AB,False,0.375,0.5,0.375,30.875,30.0,30.5,29.5,1.0,-0.125,0.5,False,False
OpenGVLab/InternVL3-8B,java,u3_0767,BA,False,0.625,0.625,0.625,30.5,30.0,29.875,29.375,0.5,-0.125,0.5,False,False
OpenGVLab/InternVL3-8B,java,u3_0768,AB,False,0.125,0.0,0.125,29.5,29.125,29.375,29.125,0.375,-0.5,0.625,False,False
OpenGVLab/InternVL3-8B,java,u3_0768,BA,False,1.125,1.125,1.125,31.625,31.5,30.5,30.375,0.125,-0.5,0.625,False,False
OpenGVLab/InternVL3-8B,java,u3_0769,AB,False,-1.0,-0.75,1.0,29.875,30.25,30.875,31.0,0.375,-0.875,-0.125,False,False
OpenGVLab/InternVL3-8B,java,u3_0769,BA,False,0.75,0.75,0.75,30.375,30.125,29.625,29.375,0.25,-0.875,-0.125,False,False
OpenGVLab/InternVL3-8B,java,u3_0770,AB,False,0.375,0.25,0.375,31.25,31.25,30.875,31.0,0.125,-0.125,0.5,False,False
OpenGVLab/InternVL3-8B,java,u3_0770,BA,False,0.625,0.5,0.625,30.875,30.375,30.25,29.875,0.5,-0.125,0.5,False,False
OpenGVLab/InternVL3-8B,java,u3_0771,AB,False,-0.375,-0.125,0.375,27.75,28.625,28.125,28.75,0.875,-0.6875,0.3125,False,False
OpenGVLab/InternVL3-8B,java,u3_0771,BA,False,1.0,1.0,1.0,30.5,31.75,29.5,30.75,1.25,-0.6875,0.3125,False,False
OpenGVLab/InternVL3-8B,java,u3_0772,AB,False,-0.875,-0.75,0.875,28.5,30.0,29.375,30.75,1.5,-1.3125,0.4375,False,False
OpenGVLab/InternVL3-8B,java,u3_0772,BA,False,1.75,1.75,1.75,31.875,34.25,30.125,32.5,2.375,-1.3125,0.4375,False,False
OpenGVLab/InternVL3-8B,java,u3_0773,AB,False,-0.625,-0.25,0.625,27.875,29.5,28.5,29.75,1.625,-0.875,0.25,False,False
OpenGVLab/InternVL3-8B,java,u3_0773,BA,False,1.125,1.125,1.125,30.875,31.0,29.75,29.875,0.125,-0.875,0.25,False,False
OpenGVLab/InternVL3-8B,java,u3_0774,AB,True,-0.375,0.0,0.375,29.0,30.125,29.375,30.125,1.125,-0.75,0.375,False,False
OpenGVLab/InternVL3-8B,java,u3_0774,BA,False,1.125,1.25,1.125,30.625,33.25,29.5,32.0,2.625,-0.75,0.375,False,False
OpenGVLab/InternVL3-8B,java,u3_0775,AB,False,0.5,0.5,0.5,30.75,30.25,30.25,29.75,0.5,0.875,-0.375,False,False
OpenGVLab/InternVL3-8B,java,u3_0775,BA,False,-1.25,-1.25,1.25,29.25,31.0,30.5,32.25,1.75,0.875,-0.375,False,False
OpenGVLab/InternVL3-8B,java,u3_0776,AB,False,-0.625,-0.5,0.625,30.375,28.875,31.0,29.375,1.625,-0.75,0.125,False,False
OpenGVLab/InternVL3-8B,java,u3_0776,BA,False,0.875,1.0,0.875,30.625,31.25,29.75,30.25,0.625,-0.75,0.125,False,False
OpenGVLab/InternVL3-8B,java,u3_0777,AB,True,-0.125,0.0,0.125,30.25,31.5,30.375,31.5,1.25,-0.875,0.75,False,False
OpenGVLab/InternVL3-8B,java,u3_0777,BA,False,1.625,1.375,1.625,31.625,32.5,30.0,31.125,1.125,-0.875,0.75,False,False
OpenGVLab/InternVL3-8B,java,u3_0778,AB,False,-0.25,-0.125,0.25,29.5,30.625,29.75,30.75,1.125,-1.375,1.125,False,False
OpenGVLab/InternVL3-8B,java,u3_0778,BA,False,2.5,2.5,2.5,34.5,35.25,32.0,32.75,0.75,-1.375,1.125,False,False
OpenGVLab/InternVL3-8B,java,u3_0779,AB,False,-1.125,-0.875,1.125,29.5,30.125,30.625,31.0,0.625,-2.6875,1.5625,False,False
OpenGVLab/InternVL3-8B,java,u3_0779,BA,False,4.25,4.25,4.25,35.25,38.25,31.0,34.0,3.0,-2.6875,1.5625,False,False
OpenGVLab/InternVL3-8B,java,u3_0780,AB,False,-1.375,-1.0,1.375,29.25,29.0,30.625,30.0,0.625,-1.0625,-0.3125,False,False
OpenGVLab/InternVL3-8B,java,u3_0780,BA,False,0.75,0.625,0.75,31.0,31.0,30.25,30.375,0.125,-1.0625,-0.3125,False,False
OpenGVLab/InternVL3-8B,java,u3_0781,AB,False,-2.5,-2.75,2.5,29.75,30.0,32.25,32.75,0.5,-2.75,0.25,False,False
OpenGVLab/InternVL3-8B,java,u3_0781,BA,False,3.0,3.5,3.0,35.0,35.5,32.0,32.0,0.5,-2.75,0.25,False,False
OpenGVLab/InternVL3-8B,java,u3_0782,AB,False,1.0,1.0,1.0,31.375,30.375,30.375,29.375,1.0,1.0625,-0.0625,False,False
OpenGVLab/InternVL3-8B,java,u3_0782,BA,False,-1.125,-0.875,1.125,28.375,30.375,29.5,31.25,2.0,1.0625,-0.0625,False,False
OpenGVLab/InternVL3-8B,java,u3_0783,AB,False,-0.75,-0.625,0.75,28.375,29.75,29.125,30.375,1.375,-0.75,0.0,False,False
OpenGVLab/InternVL3-8B,java,u3_0783,BA,False,0.75,0.75,0.75,29.875,31.125,29.125,30.375,1.25,-0.75,0.0,False,False
OpenGVLab/InternVL3-8B,java,u3_0784,AB,False,-1.5,-1.625,1.5,32.25,31.625,33.75,33.25,0.625,-2.75,1.25,False,False
OpenGVLab/InternVL3-8B,java,u3_0784,BA,False,4.0,4.0,4.0,34.75,37.0,30.75,33.0,2.25,-2.75,1.25,False,False
OpenGVLab/InternVL3-8B,java,u3_0785,AB,False,-0.125,-0.125,0.125,29.5,29.125,29.625,29.25,0.375,-0.5,0.375,False,False
OpenGVLab/InternVL3-8B,java,u3_0785,BA,False,0.875,1.0,0.875,31.25,30.25,30.375,29.25,1.125,-0.5,0.375,False,False
OpenGVLab/InternVL3-8B,java,u3_0786,AB,False,-1.125,-1.0,1.125,30.5,30.25,31.625,31.25,0.375,-1.125,0.0,False,False
OpenGVLab/InternVL3-8B,java,u3_0786,BA,False,1.125,1.0,1.125,32.75,31.0,31.625,30.0,1.75,-1.125,0.0,False,False
OpenGVLab/InternVL3-8B,java,u3_0787,AB,False,-0.25,-0.125,0.25,28.75,29.25,29.0,29.375,0.5,-0.0625,-0.1875,False,False
OpenGVLab/InternVL3-8B,java,u3_0787,BA,False,-0.125,-0.125,0.125,29.375,29.75,29.5,29.875,0.375,-0.0625,-0.1875,False,False
OpenGVLab/InternVL3-8B,java,u3_0788,AB,False,-0.375,-0.125,0.375,27.75,29.875,28.125,30.0,2.125,-0.6875,0.3125,False,False
OpenGVLab/InternVL3-8B,java,u3_0788,BA,False,1.0,0.875,1.0,29.75,30.0,28.75,29.125,0.375,-0.6875,0.3125,False,False
OpenGVLab/InternVL3-8B,java,u3_0789,AB,False,-0.75,-0.75,0.75,29.5,28.375,30.25,29.125,1.125,-1.5,0.75,False,False
OpenGVLab/InternVL3-8B,java,u3_0789,BA,False,2.25,2.125,2.25,32.75,32.25,30.5,30.125,0.5,-1.5,0.75,False,False
OpenGVLab/InternVL3-8B,java,u3_0790,AB,False,-0.625,-0.5,0.625,29.5,30.125,30.125,30.625,0.625,-1.0,0.375,False,False
OpenGVLab/InternVL3-8B,java,u3_0790,BA,False,1.375,1.5,1.375,31.25,33.75,29.875,32.25,2.5,-1.0,0.375,False,False
OpenGVLab/InternVL3-8B,java,u3_0791,AB,False,-0.5,-0.75,0.5,30.875,28.625,31.375,29.375,2.25,-1.0,0.5,False,False
OpenGVLab/InternVL3-8B,java,u3_0791,BA,False,1.5,1.75,1.5,31.125,31.625,29.625,29.875,0.5,-1.0,0.5,False,False
OpenGVLab/InternVL3-8B,java,u3_0792,AB,False,0.125,0.25,0.125,29.625,31.125,29.5,30.875,1.5,-0.25,0.375,False,False
OpenGVLab/InternVL3-8B,java,u3_0792,BA,False,0.625,0.875,0.625,31.25,31.0,30.625,30.125,0.5,-0.25,0.375,False,False
OpenGVLab/InternVL3-8B,java,u3_0793,AB,False,-0.375,-0.375,0.375,28.875,28.625,29.25,29.0,0.25,-1.8125,1.4375,False,False
OpenGVLab/InternVL3-8B,java,u3_0793,BA,False,3.25,3.5,3.25,36.0,37.25,32.75,33.75,1.25,-1.8125,1.4375,False,False
OpenGVLab/InternVL3-8B,java,u3_0794,AB,False,-0.625,-0.625,0.625,30.75,30.625,31.375,31.25,0.125,-1.8125,1.1875,False,False
OpenGVLab/InternVL3-8B,java,u3_0794,BA,False,3.0,3.25,3.0,33.5,36.25,30.5,33.0,2.75,-1.8125,1.1875,False,False
OpenGVLab/InternVL3-8B,java,u3_0795,AB,False,0.125,0.25,0.125,30.0,31.75,29.875,31.5,1.75,-0.0625,0.1875,False,False
OpenGVLab/InternVL3-8B,java,u3_0795,BA,False,0.25,0.25,0.25,30.75,29.125,30.5,28.875,1.625,-0.0625,0.1875,False,False
OpenGVLab/InternVL3-8B,java,u3_0796,AB,False,-0.625,-0.5,0.625,29.0,29.25,29.625,29.75,0.25,-0.5625,-0.0625,False,False
OpenGVLab/InternVL3-8B,java,u3_0796,BA,False,0.5,0.625,0.5,32.5,32.5,32.0,31.875,0.125,-0.5625,-0.0625,False,False
OpenGVLab/InternVL3-8B,java,u3_0797,AB,False,-0.375,-0.5,0.375,29.625,28.5,30.0,29.0,1.125,-0.9375,0.5625,False,False
OpenGVLab/InternVL3-8B,java,u3_0797,BA,False,1.5,1.375,1.5,34.75,32.25,33.25,30.875,2.5,-0.9375,0.5625,False,False
OpenGVLab/InternVL3-8B,java,u3_0798,AB,False,-0.5,-0.625,0.5,28.5,30.125,29.0,30.75,1.75,-0.625,0.125,False,False
OpenGVLab/InternVL3-8B,java,u3_0798,BA,False,0.75,0.5,0.75,32.75,31.875,32.0,31.375,0.875,-0.625,0.125,False,False
OpenGVLab/InternVL3-8B,java,u3_0799,AB,False,0.0,0.0,0.0,30.375,30.5,30.375,30.5,0.125,-0.4375,0.4375,False,True
OpenGVLab/InternVL3-8B,java,u3_0799,BA,False,0.875,1.125,0.875,30.375,32.5,29.5,31.375,2.125,-0.4375,0.4375,False,True
OpenGVLab/InternVL3-8B,java,u3_0800,AB,False,-0.25,-0.25,0.25,29.125,29.375,29.375,29.625,0.25,-0.3125,0.0625,False,False
OpenGVLab/InternVL3-8B,java,u3_0800,BA,False,0.375,0.25,0.375,31.625,31.125,31.25,30.875,0.5,-0.3125,0.0625,False,False
OpenGVLab/InternVL3-8B,java,u3_0801,AB,False,-0.75,-0.875,0.75,27.75,29.125,28.5,30.0,1.5,-1.625,0.875,False,False
OpenGVLab/InternVL3-8B,java,u3_0801,BA,False,2.5,2.75,2.5,33.0,35.5,30.5,32.75,2.5,-1.625,0.875,False,False
OpenGVLab/InternVL3-8B,java,u3_0802,AB,True,-0.125,0.125,0.125,28.875,30.625,29.0,30.5,1.75,-1.5,1.375,False,False
OpenGVLab/InternVL3-8B,java,u3_0802,BA,False,2.875,3.0,2.875,33.5,33.0,30.625,30.0,0.625,-1.5,1.375,False,False
OpenGVLab/InternVL3-8B,java,u3_0803,AB,False,-0.25,-0.125,0.25,28.375,28.5,28.625,28.625,0.125,-0.75,0.5,False,False
OpenGVLab/InternVL3-8B,java,u3_0803,BA,False,1.25,1.25,1.25,33.5,32.75,32.25,31.5,0.75,-0.75,0.5,False,False
OpenGVLab/InternVL3-8B,java,u3_0804,AB,False,0.25,0.5,0.25,29.125,30.0,28.875,29.5,0.875,-1.0,1.25,False,False
OpenGVLab/InternVL3-8B,java,u3_0804,BA,False,2.25,2.5,2.25,31.875,33.0,29.625,30.5,1.125,-1.0,1.25,False,False
OpenGVLab/InternVL3-8B,java,u3_0805,AB,False,-2.125,-2.25,2.125,30.625,28.5,32.75,30.75,2.125,-1.6875,-0.4375,False,False
OpenGVLab/InternVL3-8B,java,u3_0805,BA,False,1.25,1.25,1.25,30.75,30.625,29.5,29.375,0.125,-1.6875,-0.4375,False,False
OpenGVLab/InternVL3-8B,java,u3_0806,AB,False,-2.0,-2.25,2.0,30.25,30.0,32.25,32.25,0.25,-1.1875,-0.8125,False,False
OpenGVLab/InternVL3-8B,java,u3_0806,BA,False,0.375,0.5,0.375,29.5,30.75,29.125,30.25,1.25,-1.1875,-0.8125,False,False
OpenGVLab/InternVL3-8B,java,u3_0807,AB,False,0.5,0.625,0.5,31.875,31.625,31.375,31.0,0.375,-0.1875,0.6875,False,False
OpenGVLab/InternVL3-8B,java,u3_0807,BA,False,0.875,0.75,0.875,30.5,30.125,29.625,29.375,0.375,-0.1875,0.6875,False,False
OpenGVLab/InternVL3-8B,java,u3_0808,AB,True,-0.125,0.125,0.125,30.375,29.25,30.5,29.125,1.375,0.0625,-0.1875,False,False
OpenGVLab/InternVL3-8B,java,u3_0808,BA,False,-0.25,-0.125,0.25,29.75,30.25,30.0,30.375,0.5,0.0625,-0.1875,False,False
OpenGVLab/InternVL3-8B,java,u3_0809,AB,False,-0.5,-0.375,0.5,28.875,29.5,29.375,29.875,0.625,-1.3125,0.8125,False,False
OpenGVLab/InternVL3-8B,java,u3_0809,BA,False,2.125,2.25,2.125,32.0,35.0,29.875,32.75,3.0,-1.3125,0.8125,False,False
OpenGVLab/InternVL3-8B,java,u3_0810,AB,False,-0.25,-0.25,0.25,31.25,32.25,31.5,32.5,1.0,-0.6875,0.4375,False,False
OpenGVLab/InternVL3-8B,java,u3_0810,BA,False,1.125,0.875,1.125,32.5,32.5,31.375,31.625,0.25,-0.6875,0.4375,False,False
OpenGVLab/InternVL3-8B,java,u3_0811,AB,False,-0.25,-0.375,0.25,29.5,29.0,29.75,29.375,0.5,-0.4375,0.1875,False,False
OpenGVLab/InternVL3-8B,java,u3_0811,BA,False,0.625,0.5,0.625,30.125,31.375,29.5,30.875,1.375,-0.4375,0.1875,False,False
OpenGVLab/InternVL3-8B,java,u3_0812,AB,False,0.375,0.125,0.375,30.625,31.75,30.25,31.625,1.375,-0.125,0.5,False,False
OpenGVLab/InternVL3-8B,java,u3_0812,BA,False,0.625,0.625,0.625,31.25,32.25,30.625,31.625,1.0,-0.125,0.5,False,False
OpenGVLab/InternVL3-8B,java,u3_0813,AB,False,-1.375,-1.0,1.375,29.375,31.75,30.75,32.75,2.375,-2.5625,1.1875,False,False
OpenGVLab/InternVL3-8B,java,u3_0813,BA,False,3.75,3.625,3.75,34.25,34.25,30.5,30.625,0.125,-2.5625,1.1875,False,False
OpenGVLab/InternVL3-8B,java,u3_0814,AB,False,-2.0,-1.75,2.0,29.75,32.0,31.75,33.75,2.25,-2.25,0.25,False,False
OpenGVLab/InternVL3-8B,java,u3_0814,BA,False,2.5,3.0,2.5,34.5,36.25,32.0,33.25,1.75,-2.25,0.25,False,False
OpenGVLab/InternVL3-8B,java,u3_0815,AB,False,1.375,1.375,1.375,32.75,31.0,31.375,29.625,1.75,1.75,-0.375,False,False
OpenGVLab/InternVL3-8B,java,u3_0815,BA,False,-2.125,-1.625,2.125,28.75,30.125,30.875,31.75,1.375,1.75,-0.375,False,False
OpenGVLab/InternVL3-8B,java,u3_0816,AB,False,0.125,0.25,0.125,29.0,31.0,28.875,30.75,2.0,-1.0,1.125,False,False
OpenGVLab/InternVL3-8B,java,u3_0816,BA,False,2.125,2.0,2.125,33.5,35.0,31.375,33.0,1.625,-1.0,1.125,False,False
OpenGVLab/InternVL3-8B,java,u3_0817,AB,False,-1.125,-1.0,1.125,28.875,30.5,30.0,31.5,1.625,-0.9375,-0.1875,False,False
OpenGVLab/InternVL3-8B,java,u3_0817,BA,False,0.75,0.875,0.75,31.0,32.5,30.25,31.625,1.5,-0.9375,-0.1875,False,False
OpenGVLab/InternVL3-8B,java,u3_0818,AB,False,1.75,1.375,1.75,34.75,31.625,33.0,30.25,3.125,1.875,-0.125,False,False
OpenGVLab/InternVL3-8B,java,u3_0818,BA,False,-2.0,-1.875,2.0,31.0,30.625,33.0,32.5,0.5,1.875,-0.125,False,False
OpenGVLab/InternVL3-8B,java,u3_0819,AB,False,1.25,1.25,1.25,33.5,31.875,32.25,30.625,1.625,1.1875,0.0625,False,False
OpenGVLab/InternVL3-8B,java,u3_0819,BA,False,-1.125,-1.25,1.125,30.375,29.875,31.5,31.125,0.5,1.1875,0.0625,False,False
OpenGVLab/InternVL3-8B,java,u3_0820,AB,True,0.0,-0.25,0.0,30.125,29.0,30.125,29.25,1.125,-0.5625,0.5625,False,True
OpenGVLab/InternVL3-8B,java,u3_0820,BA,False,1.125,1.125,1.125,32.5,32.0,31.375,30.875,0.5,-0.5625,0.5625,False,True
OpenGVLab/InternVL3-8B,java,u3_0821,AB,False,-0.75,-0.875,0.75,28.75,28.375,29.5,29.25,0.375,-2.125,1.375,False,False
OpenGVLab/InternVL3-8B,java,u3_0821,BA,False,3.5,3.5,3.5,36.0,36.25,32.5,32.75,0.25,-2.125,1.375,False,False
OpenGVLab/InternVL3-8B,java,u3_0822,AB,False,-0.375,-0.375,0.375,28.875,28.875,29.25,29.25,0.0,-0.9375,0.5625,False,False
OpenGVLab/InternVL3-8B,java,u3_0822,BA,False,1.5,1.75,1.5,34.0,34.25,32.5,32.5,0.25,-0.9375,0.5625,False,False
OpenGVLab/InternVL3-8B,java,u3_0823,AB,False,0.625,0.75,0.625,29.375,30.375,28.75,29.625,1.0,0.5,0.125,False,False
OpenGVLab/InternVL3-8B,java,u3_0823,BA,False,-0.375,-0.125,0.375,28.75,29.875,29.125,30.0,1.125,0.5,0.125,False,False
OpenGVLab/InternVL3-8B,java,u3_0824,AB,False,1.25,1.25,1.25,31.25,32.75,30.0,31.5,1.5,0.8125,0.4375,False,False
OpenGVLab/InternVL3-8B,java,u3_0824,BA,False,-0.375,-0.5,0.375,30.625,31.0,31.0,31.5,0.5,0.8125,0.4375,False,False
OpenGVLab/InternVL3-8B,java,u3_0825,AB,False,-2.25,-2.625,2.25,29.25,28.875,31.5,31.5,0.375,-2.0,-0.25,False,False
OpenGVLab/InternVL3-8B,java,u3_0825,BA,False,1.75,1.625,1.75,33.75,33.25,32.0,31.625,0.5,-2.0,-0.25,False,False
OpenGVLab/InternVL3-8B,java,u3_0826,AB,False,-1.5,-1.75,1.5,29.25,29.125,30.75,30.875,0.125,-2.1875,0.6875,False,False
OpenGVLab/InternVL3-8B,java,u3_0826,BA,False,2.875,3.0,2.875,34.0,34.0,31.125,31.0,0.125,-2.1875,0.6875,False,False
OpenGVLab/InternVL3-8B,java,u3_0827,AB,False,-3.375,-3.625,3.375,31.625,30.875,35.0,34.5,0.75,-3.1875,-0.1875,False,False
OpenGVLab/InternVL3-8B,java,u3_0827,BA,False,3.0,3.5,3.0,34.0,35.25,31.0,31.75,1.25,-3.1875,-0.1875,False,False
OpenGVLab/InternVL3-8B,java,u3_0828,AB,False,-0.5,-0.625,0.5,30.75,30.5,31.25,31.125,0.25,-0.4375,-0.0625,False,False
OpenGVLab/InternVL3-8B,java,u3_0828,BA,False,0.375,0.25,0.375,30.25,28.875,29.875,28.625,1.375,-0.4375,-0.0625,False,False
OpenGVLab/InternVL3-8B,java,u3_0829,AB,False,0.875,1.0,0.875,30.625,32.0,29.75,31.0,1.375,0.6875,0.1875,False,False
OpenGVLab/InternVL3-8B,java,u3_0829,BA,False,-0.5,-0.625,0.5,29.0,30.25,29.5,30.875,1.375,0.6875,0.1875,False,False
OpenGVLab/InternVL3-8B,java,u3_0830,AB,False,-0.625,-0.5,0.625,30.25,29.0,30.875,29.5,1.375,-2.25,1.625,False,False
OpenGVLab/InternVL3-8B,java,u3_0830,BA,False,3.875,4.0,3.875,34.75,36.75,30.875,32.75,2.0,-2.25,1.625,False,False
OpenGVLab/InternVL3-8B,java,u3_0831,AB,False,-0.75,-0.875,0.75,30.75,30.5,31.5,31.375,0.25,-1.75,1.0,False,False
OpenGVLab/InternVL3-8B,java,u3_0831,BA,False,2.75,2.5,2.75,34.75,32.75,32.0,30.25,2.0,-1.75,1.0,False,False
OpenGVLab/InternVL3-8B,java,u3_0832,AB,False,-0.625,-0.5,0.625,29.875,29.25,30.5,29.75,0.75,-1.5,0.875,False,False
OpenGVLab/InternVL3-8B,java,u3_0832,BA,False,2.375,2.5,2.375,32.5,34.75,30.125,32.25,2.25,-1.5,0.875,False,False
OpenGVLab/InternVL3-8B,java,u3_0833,AB,False,-0.125,-0.25,0.125,29.25,29.125,29.375,29.375,0.125,-0.375,0.25,False,False
OpenGVLab/InternVL3-8B,java,u3_0833,BA,False,0.625,0.625,0.625,29.375,29.5,28.75,28.875,0.125,-0.375,0.25,False,False
